File,Description,mean_W,ci_low_W,ci_high_W,mean_U,ci_low_U,ci_high_U,max_W,ci_low_max_W,ci_high_max_W,min_W,ci_low_min_W,ci_high_min_W,mean_utilization_Q1,ci_low_utilization_Q1,ci_high_utilization_Q1,mean_utilization_Q2,ci_low_utilization_Q2,ci_high_utilization_Q2,N_value,Strategy,lambda,L_observed,L_theoretical_general,little_verification_general
Config50,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",22.223818336934308,22.013612557484592,22.434024116384023,-11.557949093025902,-11.76815487247562,-11.347743313576183,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config51,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",23.986172488795944,23.75717549856385,24.21516947902804,-13.320303244887546,-13.54930023511964,-13.091306254655452,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config52,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",22.34725243165853,22.13701611641929,22.557488746897768,-11.68138318775013,-11.89161950298937,-11.471146872510891,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
Config53,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",15.950338840082567,15.754629075308053,16.146048604857082,-1.2844695961741668,-1.4801793609486822,-1.0887598313996514,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
Config54,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",22.223818336934308,22.013612557484592,22.434024116384023,-7.557949093025904,-7.768154872475621,-7.347743313576187,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config55,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",23.986172488795944,23.75717549856385,24.21516947902804,-9.320303244887548,-9.549300235119642,-9.091306254655454,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config56,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",22.34725243165853,22.13701611641929,22.557488746897768,-7.68138318775013,-7.89161950298937,-7.471146872510891,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
Config57,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",15.950338840082567,15.754629075308053,16.146048604857082,0.7155304038258333,0.519820639051318,0.9112401686003486,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
Config58,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",22.223818336934308,22.013612557484592,22.434024116384023,-5.557949093025904,-5.7681548724756215,-5.347743313576187,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config59,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",23.986172488795944,23.75717549856385,24.21516947902804,-7.320303244887547,-7.54930023511964,-7.0913062546554535,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config60,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",22.34725243165853,22.13701611641929,22.557488746897768,-5.681383187750131,-5.8916195029893705,-5.471146872510892,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
Config61,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",15.950338840082567,15.754629075308053,16.146048604857082,-9.284469596174166,-9.48017936094868,-9.088759831399653,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
Config62,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",22.223818336934308,22.013612557484592,22.434024116384023,-15.557949093025904,-15.768154872475622,-15.347743313576188,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config63,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",23.986172488795944,23.75717549856385,24.21516947902804,-17.320303244887544,-17.549300235119638,-17.09130625465545,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config64,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",22.34725243165853,22.13701611641929,22.557488746897768,-15.68138318775013,-15.89161950298937,-15.471146872510891,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
Config65,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",15.950338840082567,15.754629075308053,16.146048604857082,-5.284469596174168,-5.480179360948683,-5.088759831399652,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
Config66,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",22.223818336934308,22.013612557484592,22.434024116384023,-11.557949093025902,-11.76815487247562,-11.347743313576183,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config67,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",23.986172488795944,23.75717549856385,24.21516947902804,-13.320303244887546,-13.54930023511964,-13.091306254655452,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config68,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",22.34725243165853,22.13701611641929,22.557488746897768,-11.68138318775013,-11.89161950298937,-11.471146872510891,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
Config69,"Configuration with Strategy=0, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",15.950338840082567,15.754629075308053,16.146048604857082,-3.284469596174167,-3.480179360948682,-3.088759831399652,76.774066250424,15.754629075308053,16.146048604857082,0.032146912481,15.754629075308053,16.146048604857082,2.704822698872089e-05,2.680248448162745e-05,2.729396949581433e-05,2.660352762776344e-05,2.633458159589485e-05,2.6872473659632027e-05,2,Exact_N,2.0,5.365175461648433e-05,3.7077856897757406e-05,True
Config70,"Configuration with Strategy=1, N=2, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",22.223818336934308,22.013612557484592,22.434024116384023,-9.557949093025904,-9.768154872475622,-9.347743313576188,71.237738055746,22.013612557484592,22.434024116384023,0.040307537842,22.013612557484592,22.434024116384023,2.6689441656880537e-05,2.650644375507204e-05,2.687243955868903e-05,2.675370538819628e-05,2.648247154674732e-05,2.702493922964524e-05,2,Limited_N,2.0,5.3443147045076815e-05,5.166106903935476e-05,True
Config71,"Configuration with Strategy=0, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",23.986172488795944,23.75717549856385,24.21516947902804,-11.320303244887548,-11.549300235119642,-11.091306254655454,74.332700282718,23.75717549856385,24.21516947902804,0.197649702537,23.75717549856385,24.21516947902804,2.6794566062002632e-05,2.66072393536805e-05,2.6981892770324764e-05,2.6460626587637598e-05,2.6303490544913035e-05,2.6617762630362157e-05,3,Exact_N,2.0,5.325519264964023e-05,5.575780426868335e-05,True
Config72,"Configuration with Strategy=1, N=3, lambda=2s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",22.34725243165853,22.13701611641929,22.557488746897768,-9.68138318775013,-9.89161950298937,-9.471146872510891,71.329022102123,22.13701611641929,22.557488746897768,0.040307537842,22.13701611641929,22.557488746897768,2.6689441656880537e-05,2.6505433534397964e-05,2.687344977936311e-05,2.6736538153039946e-05,2.657594684881682e-05,2.6897129457263066e-05,3,Limited_N,2.0,5.342597980992048e-05,5.194800160839761e-05,True
