File,Description
Config2662,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2671,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2672,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2681,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2682,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2691,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2692,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2701,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2702,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2711,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2712,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2721,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2722,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2731,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2732,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2741,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2742,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2751,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2752,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2761,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2762,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2771,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2772,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2781,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2782,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2791,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2792,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2801,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2802,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2811,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2812,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2821,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2822,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2831,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2832,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2841,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2842,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2851,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2852,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2861,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2862,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2871,"Configuration with Strategy=0, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2872,"Configuration with Strategy=1, N=1, lambda=1.4s, m1=0.2s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2881,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2882,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2891,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2892,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2901,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2902,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2911,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2912,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config2921,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2922,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config2931,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2932,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config2941,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2942,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config2951,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2952,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config2961,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2962,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config2971,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2972,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config2981,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2982,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config2991,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config2992,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3001,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3002,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3011,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3012,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3021,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3022,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3031,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3032,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3041,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3042,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3051,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3052,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3061,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3062,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3071,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3072,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3081,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3082,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3091,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3092,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3101,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3102,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3111,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3112,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3121,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3122,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3131,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3132,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3141,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3142,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3151,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3152,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3161,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3162,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3171,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3172,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3181,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3182,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3191,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3192,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3201,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3202,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3211,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3212,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3221,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3222,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3231,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3232,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3241,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3242,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3251,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3252,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3261,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3262,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3271,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3272,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3281,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3282,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3291,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3292,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3301,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3302,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3311,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3312,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3321,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3322,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3331,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3332,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3341,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3342,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3351,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3352,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3361,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3362,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3371,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3372,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3381,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3382,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3391,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3392,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3401,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3402,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3411,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3412,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3421,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3422,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3431,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3432,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3441,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3442,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3451,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3452,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3461,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3462,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config3471,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3472,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config3481,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3482,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config3491,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3492,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config3501,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3502,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config3511,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3512,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config3521,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3522,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config3531,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3532,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config3541,"Configuration with Strategy=0, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config3542,"Configuration with Strategy=1, N=1, lambda=1.2s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
